Timestamp,Device,Longitude,Latitude,Heading
2024-10-14 22:22:00,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:00,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:00,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:00,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:00,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:01,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:02,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:03,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:04,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:05,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:06,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:07,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:08,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:08,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:08,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:08,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:08,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:08,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:09,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:09,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:09,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:09,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:09,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:09,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:10,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:10,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:10,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:10,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:11,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:11,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:11,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:11,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:11,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:12,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:12,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:12,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:12,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:12,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:13,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:13,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:13,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:13,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:14,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:14,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:14,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:14,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:14,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:14,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:15,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:15,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:15,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:15,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:15,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:16,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:16,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:16,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:16,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:16,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:17,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:17,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:17,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:17,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:17,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:18,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:18,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:18,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:18,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:18,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:18,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:19,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:19,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:19,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:19,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:20,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:20,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:20,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:20,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:20,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:21,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:21,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:21,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:21,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:21,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:22,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:22,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:22,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:22,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:23,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:23,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:23,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:23,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:23,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:24,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:24,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:24,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:24,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:25,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:25,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:25,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:25,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:25,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:26,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:26,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:26,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:26,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:27,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:27,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:27,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:27,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:27,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:28,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:28,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:28,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:28,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:29,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:29,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:29,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:29,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:29,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:29,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:30,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:30,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:30,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:30,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:31,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:31,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:31,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:31,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:32,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:32,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:32,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:32,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:33,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:33,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:33,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:33,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:33,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:34,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:34,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:34,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:34,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:35,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:35,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:35,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:35,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:35,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:36,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:36,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:36,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
2024-10-14 22:22:36,00:13:A2:00:41:FC:CB:86,-10.0,45.0,
